timestamp_utc,btc_price,regime,confidence,P_BULL,P_BEAR,P_RANGE,P_TRANSITION,momentum,stability,rotation,sentiment,macro,risk_level,risk_state,exposure_cap,sma200_ratio,days_above_sma200,data_completeness,failed_sources,model_version,days_in_regime,vol_z,bear_confirmation_would_fire,recovery_override_would_fire
2026-05-03T05:41:55+00:00,78206.4375,BULL,0.7229,0.7672,0.0984,0.0453,0.089,0.758,-0.3559,-0.2684,-0.443,-0.1738,0.5255,RISK_ON,1.0,0.9328,0,1.0,,3.3,16,-1.613,False,False
2026-05-04T05:47:26+00:00,80030.0078125,BULL,0.5061,0.6506,0.1485,0.0652,0.1357,0.7585,0.5592,0.5449,-0.2488,-0.1719,0.3857,RISK_ON,1.0,0.9562,0,1.0,,3.3,17,-1.439,False,False
2026-05-05T05:26:28+00:00,81105.0234375,BULL,0.6048,0.7392,0.0544,0.0942,0.1122,0.7862,1.0,0.5283,0.0876,-0.3667,0.5576,RISK_ON,1.0,0.9707,0,1.0,,3.3,18,-0.9956,False,False
2026-05-06T05:41:30+00:00,81125.2109375,BULL,0.6048,0.851,0.0212,0.0506,0.0771,0.8055,0.9109,-1.0,0.0192,-0.5101,0.6665,RISK_ON,1.0,0.9725,0,1.0,,3.3,19,-1.3773,False,False
2026-05-07T05:44:22+00:00,81078.703125,BULL,0.6048,0.8512,0.023,0.059,0.0667,0.8965,0.9143,-0.3998,-0.1424,-0.896,0.6705,RISK_ON,1.0,0.9735,0,1.0,,3.3,20,-1.3359,False,False
2026-05-08T05:15:02+00:00,79597.984375,BULL,0.6048,0.8133,0.0472,0.0782,0.0614,0.7752,0.8545,0.4736,-0.0562,-0.4313,0.6271,RISK_ON,1.0,0.9574,0,1.0,,3.3,21,-1.6595,False,False
2026-05-09T05:32:53+00:00,80423.9765625,BULL,0.6048,0.8412,0.0355,0.0512,0.0721,0.8295,0.5912,-0.8467,0.0877,-0.7801,0.6471,RISK_ON,1.0,0.969,0,1.0,,3.3,22,-1.7453,False,False
2026-05-10T05:47:49+00:00,80736.0,BULL,0.6756,0.6919,0.1312,0.0491,0.1277,0.7225,-0.2907,-0.5596,0.3241,-0.7801,0.4296,RISK_ON,1.0,0.9744,0,1.0,,3.3,23,-1.6139,False,False
2026-05-11T06:11:25+00:00,80958.703125,BULL,0.6048,0.7813,0.0666,0.0447,0.1074,0.6798,0.6118,-0.7687,0.5248,-0.9112,0.5615,RISK_ON,1.0,0.9787,0,1.0,,3.3,24,-1.5709,False,False
2026-05-12T05:50:22+00:00,81240.3515625,BULL,0.6048,0.7429,0.0623,0.0672,0.1276,0.8151,0.3173,0.0432,0.4113,-0.8774,0.5396,RISK_ON,1.0,0.9838,0,1.0,,3.3,25,-1.2788,False,False
2026-05-13T06:00:29+00:00,80999.8984375,BULL,0.6615,0.7837,0.0514,0.0673,0.0976,0.7209,0.7033,-0.366,0.219,0.0,0.5882,RISK_ON,1.0,0.9826,0,1.0,,3.3,26,-1.7465,False,False
2026-05-14T06:00:21+00:00,79779.34375,BULL,0.6048,0.7913,0.0663,0.0879,0.0545,0.4722,1.0,-0.4128,-0.0179,-0.9401,0.5976,RISK_ON,1.0,0.9697,0,1.0,,3.3,27,-2.5014,False,False
2026-05-15T06:07:32+00:00,80397.7265625,BULL,0.4706,0.6397,0.1495,0.135,0.0759,0.3332,1.0,-0.4543,0.2046,-1.0,0.4161,RISK_ON,1.0,0.9793,0,1.0,,3.3,28,-2.1617,False,False
2026-05-16T05:38:14+00:00,78940.8671875,BULL,0.5683,0.6331,0.1179,0.1674,0.0816,0.0981,0.8294,-0.7486,0.2121,-1.0,0.451,RISK_ON,1.0,0.9636,0,1.0,,3.3,29,-1.5539,False,False
2026-05-17T05:59:07+00:00,78098.4921875,BULL,0.085,0.306,0.3665,0.1571,0.1704,-0.1242,0.1974,-0.0768,0.0418,-1.0,-0.0563,RISK_NEUTRAL,0.7,0.9553,0,1.0,,3.3,30,-1.4136,False,False
2026-05-18T06:36:04+00:00,76748.9765625,BEAR,0.5703,0.1154,0.6691,0.0777,0.1379,-0.358,0.2906,0.4447,0.475,-1.0,-0.5063,RISK_OFF,0.35,0.9425,0,1.0,,3.3,1,-1.5876,True,False
2026-05-19T06:31:39+00:00,76975.9921875,BEAR,0.0664,0.2978,0.3564,0.1617,0.1841,-0.2684,1.0,-0.9626,0.267,-1.0,-0.0546,RISK_NEUTRAL,0.5,0.9453,0,1.0,,3.3,2,-1.6084,True,False
2026-05-20T06:31:18+00:00,77187.5,BEAR,0.2974,0.2214,0.5121,0.15,0.1165,-0.0492,0.4466,0.7981,0.3864,-1.0,-0.2471,RISK_NEUTRAL,0.5,0.9498,0,1.0,,3.3,3,-1.8312,True,False
2026-05-21T06:32:57+00:00,77734.6484375,BEAR,0.1934,0.2946,0.4645,0.1303,0.1106,-0.405,0.588,-0.7036,0.1018,-1.0,-0.1524,RISK_NEUTRAL,0.5,0.9584,0,1.0,,3.3,4,-1.9714,True,False
2026-05-22T06:30:17+00:00,77382.3671875,BEAR,0.5464,0.1989,0.6275,0.0992,0.0744,-0.6811,0.4985,-0.4149,0.2248,-1.0,-0.3808,RISK_OFF,0.35,0.9561,0,1.0,,3.3,5,-1.8937,True,False
2026-05-23T05:50:45+00:00,75388.890625,BEAR,0.4318,0.2034,0.5448,0.1376,0.1142,-0.2687,0.6197,0.4425,0.1994,-1.0,-0.2954,RISK_NEUTRAL,0.5,0.9332,0,1.0,,3.3,6,-1.6736,True,False
2026-05-24T06:14:04+00:00,,TRANSITION,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,RISK_OFF,0.3,,0,,,3.3,0,,False,False
2026-05-25T06:50:52+00:00,,TRANSITION,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,RISK_OFF,0.3,,0,,,3.3,0,,False,False
2026-05-26T06:29:55+00:00,,TRANSITION,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,RISK_OFF,0.3,,0,,,3.3,0,,False,False
2026-05-27T06:44:07+00:00,,TRANSITION,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,RISK_OFF,0.3,,0,,,3.3,0,,False,False
2026-05-28T06:35:31+00:00,,TRANSITION,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,RISK_OFF,0.3,,0,,,3.3,0,,False,False
2026-05-29T06:35:46+00:00,73608.03125,BEAR,0.1069,0.2411,0.3474,0.1424,0.269,-0.4033,0.5369,-0.7966,-0.0834,-0.4167,-0.1166,RISK_NEUTRAL,0.5,0.9223,0,1.0,,3.3,8,-0.9705,True,False
2026-05-30T05:59:24+00:00,73490.953125,BEAR,0.2412,0.1746,0.4288,0.1462,0.2504,-0.4076,0.6642,0.5975,0.1692,-0.368,-0.2378,RISK_NEUTRAL,0.5,0.9208,0,1.0,,3.3,9,-0.9725,True,False
2026-05-31T06:38:15+00:00,73966.8515625,BEAR,0.6584,0.0686,0.712,0.0622,0.1572,-0.7123,-0.3392,0.169,0.2058,-0.4676,-0.5925,RISK_OFF,0.35,0.9301,0,1.0,,3.3,10,-1.2498,True,False
2026-06-01T07:27:29+00:00,72914.0,BEAR,0.7153,0.0413,0.8161,0.036,0.1065,-0.7162,-0.1339,0.0054,0.3895,-0.4846,-0.7084,RISK_OFF,0.15,0.9184,0,1.0,,3.3,11,-1.2082,True,False
2026-06-02T07:04:47+00:00,69738.9296875,BEAR,0.361,0.1516,0.4908,0.1291,0.2285,-0.7704,1.0,-0.6918,0.2329,-0.4458,-0.3145,RISK_OFF,0.35,0.8799,0,1.0,,3.3,12,-0.4809,True,False
2026-06-03T07:19:33+00:00,67212.328125,TRANSITION,0.1801,0.0626,0.3592,0.0664,0.5117,-0.7756,0.704,0.5036,-0.0472,-0.892,-0.349,RISK_OFF,0.35,0.8497,0,1.0,,3.3,1,1.3403,True,False
2026-06-04T06:59:39+00:00,63949.109375,TRANSITION,0.1113,0.0563,0.3949,0.0596,0.4892,-0.7807,0.4793,0.5992,0.0191,-0.7759,-0.3844,RISK_OFF,0.35,0.8102,0,1.0,,3.3,2,1.6049,True,False
2026-06-05T06:47:17+00:00,61872.0,TRANSITION,0.1075,0.0383,0.417,0.0405,0.5042,-0.7901,0.0502,1.0,-0.1628,-0.7315,-0.4293,RISK_OFF,0.35,0.7854,0,1.0,,3.3,3,1.7341,True,False
2026-06-06T06:06:30+00:00,61065.2109375,TRANSITION,0.3359,0.0863,0.2859,0.0681,0.5597,-0.7961,0.602,-0.3784,-0.0793,-1.0,-0.2729,RISK_NEUTRAL,0.6,0.7752,0,1.0,,3.3,4,2.0303,True,False
2026-06-07T06:46:26+00:00,62096.05859375,TRANSITION,0.0765,0.0532,0.4574,0.0306,0.4588,-0.7961,-1.0,-0.6326,-0.3394,-1.0,-0.4487,RISK_OFF,0.35,0.7913,0,1.0,,3.3,5,2.0945,True,False
2026-06-08T07:11:27+00:00,62916.12109375,TRANSITION,0.0803,0.0456,0.4795,0.032,0.4429,-0.8001,-1.0,-0.1162,-0.3202,-1.0,-0.4709,RISK_OFF,0.35,0.8029,0,1.0,,3.3,6,2.1999,True,False
2026-06-09T06:30:50+00:00,63426.0,TRANSITION,0.0987,0.0322,0.5108,0.0246,0.4324,-0.7983,-1.0,-0.2688,-0.7188,-1.0,-0.5105,RISK_OFF,0.35,0.8106,0,1.0,,3.3,7,1.8816,True,False
2026-06-10T06:47:31+00:00,61399.53125,BEAR,0.0656,0.019,0.5039,0.0158,0.4614,-0.8145,-0.96,0.6353,-0.7102,-1.0,-0.5243,RISK_OFF,0.35,0.7859,0,1.0,,3.3,1,1.7566,True,False
2026-06-11T07:12:49+00:00,62591.98046875,BEAR,0.3789,0.0145,0.6785,0.0135,0.2935,-0.809,-1.0,1.0,-0.7602,-1.0,-0.6523,RISK_OFF,0.15,0.8024,0,1.0,,3.3,2,1.8087,True,False
2026-06-12T06:59:24+00:00,62913.98828125,BEAR,0.1238,0.0305,0.5432,0.0238,0.4025,-0.8083,-1.0,-0.1661,-0.813,-1.0,-0.5354,RISK_OFF,0.35,0.8078,0,1.0,,3.3,3,1.8451,True,False
2026-06-13T06:35:40+00:00,63646.94140625,BEAR,0.2658,0.0284,0.5963,0.0226,0.3527,-0.8128,-1.0,-0.2562,-0.7798,-0.9609,-0.5754,RISK_OFF,0.35,0.8184,0,1.0,,3.3,4,1.52,True,False
2026-06-14T07:03:02+00:00,64249.859375,BEAR,0.2877,0.0331,0.5969,0.0239,0.3461,-0.8209,-1.0,-0.4389,-0.7801,-0.9609,-0.5704,RISK_OFF,0.35,0.8276,0,1.0,,3.3,5,1.4212,True,False
2026-06-15T07:42:50+00:00,65705.9921875,BEAR,0.2113,0.0336,0.5744,0.024,0.368,-0.8111,-1.0,-0.3854,-0.8121,-0.8381,-0.5541,RISK_OFF,0.35,0.8462,0,1.0,,3.3,6,1.5636,True,False
2026-06-16T05:29:43+00:00,66040.671875,BEAR,0.16,0.0397,0.5419,0.026,0.3925,-0.7766,-1.0,-0.6128,-0.8704,-0.9968,-0.524,RISK_OFF,0.35,0.8519,0,1.0,,3.3,7,1.4659,True,False
2026-06-17T05:12:26+00:00,65741.5703125,BEAR,0.0704,0.0314,0.4794,0.025,0.4642,-0.6457,-1.0,-0.2231,-0.8491,-0.7347,-0.4893,RISK_OFF,0.35,0.8494,0,1.0,,3.3,8,1.3762,True,False
2026-06-18T04:59:43+00:00,63875.12109375,BEAR,0.1445,0.0373,0.5344,0.0338,0.3946,-0.56,-0.7852,0.1706,-0.8425,-0.9257,-0.5165,RISK_OFF,0.35,0.8268,0,1.0,,3.3,9,1.3653,True,False
2026-06-19T05:22:14+00:00,62558.08984375,BEAR,0.1578,0.0294,0.5358,0.0266,0.4082,-0.6243,-0.8789,0.66,-0.786,-1.0,-0.5297,RISK_OFF,0.35,0.8111,0,1.0,,3.3,10,1.3198,True,False
2026-06-20T04:39:36+00:00,63482.23046875,BEAR,0.4666,0.0229,0.6694,0.0224,0.2853,-0.5568,-1.0,1.0,-0.7476,-1.0,-0.6323,RISK_OFF,0.15,0.8231,0,1.0,,3.3,11,1.2355,True,False
2026-06-21T05:17:04+00:00,64160.1015625,BEAR,0.1319,0.0432,0.5169,0.0359,0.404,-0.4093,-1.0,-0.0959,-0.5,-1.0,-0.4972,RISK_OFF,0.35,0.8331,0,1.0,,3.3,12,1.1569,True,False
2026-06-22T05:28:09+00:00,64179.19921875,BEAR,0.1265,0.0795,0.4947,0.0464,0.3794,-0.3601,-1.0,-0.8146,-0.7831,-1.0,-0.4389,RISK_OFF,0.35,0.8364,0,1.0,,3.3,13,1.0219,True,False
2026-06-23T04:18:50+00:00,63905.6484375,BEAR,0.073,0.0573,0.4541,0.0401,0.4485,-0.3477,-0.8127,-0.5003,-0.2997,-1.0,-0.4366,RISK_OFF,0.35,0.8345,0,1.0,,3.3,14,0.9345,True,False
2026-06-24T04:23:06+00:00,62522.4609375,BEAR,0.0743,0.0462,0.4268,0.0356,0.4914,-0.4126,-0.5433,0.4005,-0.4491,-1.0,-0.4312,RISK_OFF,0.35,0.8178,0,1.0,,3.3,15,0.9114,True,False
2026-06-25T04:22:05+00:00,60756.21875,BEAR,0.0747,0.0745,0.4185,0.0563,0.4507,-0.4351,-0.1644,-0.5405,-0.3561,-1.0,-0.3847,RISK_OFF,0.35,0.7962,0,1.0,,3.3,16,0.9311,True,False
2026-06-26T04:38:06+00:00,59824.0,BEAR,0.083,0.0648,0.3994,0.068,0.4677,-0.3729,-0.0448,0.2245,-0.6149,-0.3932,-0.374,RISK_OFF,0.35,0.7856,0,1.0,,3.3,17,0.8444,True,False
2026-06-27T04:14:40+00:00,60312.609375,BEAR,0.1633,0.0873,0.3447,0.0767,0.4913,-0.2349,-0.3527,1.0,-0.3337,-0.3463,-0.308,RISK_OFF,0.35,0.7936,0,1.0,,3.3,18,0.836,True,False
2026-06-28T04:47:38+00:00,60076.98046875,BEAR,0.0732,0.0919,0.4332,0.058,0.4169,-0.188,-1.0,-0.4786,-0.1718,-0.3248,-0.3766,RISK_OFF,0.35,0.7922,0,1.0,,3.3,19,0.768,True,False
2026-06-29T04:57:43+00:00,59728.140625,BEAR,0.0963,0.1212,0.3688,0.0543,0.4557,-0.2188,-0.8896,-0.5617,-0.1839,-0.2808,-0.3044,RISK_OFF,0.35,0.7893,0,1.0,,3.3,20,0.7162,True,False
2026-06-30T04:22:55+00:00,59388.30078125,TRANSITION,0.0912,0.1419,0.3297,0.0875,0.4409,-0.3162,-0.4399,-0.6045,0.2111,-0.1794,-0.2364,RISK_NEUTRAL,0.5,0.7865,0,1.0,,3.3,1,0.6408,True,False
2026-07-01T04:52:07+00:00,59285.98828125,TRANSITION,0.2009,0.0776,0.3085,0.057,0.5568,-0.1431,-0.3053,0.7566,-0.2,-0.2307,-0.304,RISK_OFF,0.35,0.7867,0,1.0,,3.3,2,0.7471,True,False
2026-07-02T04:19:42+00:00,60829.5,TRANSITION,0.2854,0.2208,0.2058,0.0612,0.5121,0.7047,-0.4816,0.5772,-0.0373,-0.3832,-0.0865,RISK_NEUTRAL,0.6,0.8088,0,1.0,,3.3,3,1.6143,False,False
2026-07-03T04:05:47+00:00,61350.5,BULL,0.3785,0.7005,0.0473,0.0686,0.1837,0.7083,0.5801,-1.0,0.0448,-0.3801,0.5086,RISK_ON,1.0,0.8173,0,1.0,,3.3,1,-0.7485,False,False
2026-07-04T03:58:56+00:00,62586.66015625,BULL,0.4394,0.8346,0.0419,0.0554,0.0681,0.715,0.3629,-0.3082,0.1911,-0.3812,0.6386,RISK_ON,1.0,0.835,0,1.0,,3.3,2,-1.5753,False,False
2026-07-05T04:17:56+00:00,62745.6796875,BULL,0.4698,0.7203,0.1023,0.0595,0.1179,0.7048,0.1135,0.5771,0.0306,-0.3822,0.4844,RISK_ON,1.0,0.8386,0,1.0,,3.3,3,-1.8046,False,False
2026-07-06T04:36:53+00:00,63223.171875,BULL,0.5035,0.8112,0.0783,0.0522,0.0583,0.7091,0.6601,0.5089,0.0249,-0.4101,0.5877,RISK_ON,1.0,0.8462,0,1.0,,3.3,4,-3.0,False,False
2026-07-07T04:14:56+00:00,63156.55078125,BULL,0.5373,0.8453,0.0548,0.0662,0.0337,0.6889,1.0,0.0926,0.4269,-0.313,0.6466,RISK_ON,1.0,0.8466,0,1.0,,3.3,5,-2.7957,False,False
2026-07-08T03:41:03+00:00,62870.609375,BULL,0.5711,0.8701,0.0408,0.0549,0.0341,0.692,1.0,0.3348,0.092,-0.473,0.6745,RISK_ON,1.0,0.8441,0,1.0,,3.3,6,-2.9375,False,False
2026-07-09T04:11:08+00:00,61991.73046875,BULL,0.6048,0.9091,0.0239,0.0427,0.0244,0.6819,0.9588,-1.0,0.0219,-0.724,0.7179,RISK_ON,1.0,0.8338,0,1.0,,3.3,7,-2.3989,False,False
2026-07-10T04:11:13+00:00,63896.12109375,BULL,0.6048,0.8121,0.0656,0.0813,0.0411,0.6878,1.0,0.2977,0.2987,-0.6504,0.6149,RISK_ON,1.0,0.8608,0,1.0,,3.3,8,-2.1572,False,False
2026-07-11T03:38:13+00:00,64139.6796875,BULL,0.6048,0.8728,0.0325,0.0559,0.0388,0.689,0.8045,-0.6453,0.2168,-0.6852,0.6835,RISK_ON,1.0,0.8655,0,1.0,,3.3,9,-2.0271,False,False
